% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.228396038e+07 +1.228375050e+07 +1.228375050e+07 -3.0253e-01 -5.1334e-02 -7.1182e-01 -7.3087e-02 -8.3042e-01 +1.5970e-01 +2.9946e-01 -3.1850e-01 +8.0871e-03 +9.5657e-03 -6.2528e-01 +3.8993e-03 +2.8340e-01 -1.3043e-01 +3.3332e-01 +1.8344e-02 +4.2636e-01 -1.9330e-01 +2.3882e-01 -5.6513e-02
2 0 +1.047921561e+07 +1.047900573e+07 +1.047900573e+07 +1.7123e-01 -9.0668e-02 -1.2927e-01 -6.1672e-01 +5.5853e-01 +2.3679e-01 -8.8189e-02 -1.4167e-01 -4.6759e-01 -2.9699e-01 +1.8484e-02 -1.3831e-01 -8.6590e-02 -9.8740e-03 +6.2149e-01 +1.8684e-01 -2.6758e-02 +6.2714e-01 -4.0084e-02 -7.3136e-02
4 0 +8.628815505e+06 +8.628605625e+06 +8.628605625e+06 +6.5035e-02 +2.9707e-01 +3.9294e-02 -1.0296e-01 -5.8393e-01 -7.7066e-03 -1.8095e-01 -4.5900e-03 -2.4908e-01 -4.1381e-02 -1.0506e-01 +3.9080e-01 +2.0238e-01 -2.2822e-01 -6.3591e-01 +2.2156e-02 -6.2710e-01 -3.5937e-01 -3.1669e-01 +5.7424e-01
17 0 +7.948971029e+06 +7.948761149e+06 +7.948761149e+06 -2.1155e-01 -3.4451e-01 +3.7521e-01 -2.6245e-01 +2.8645e-01 +1.8818e-01 -6.6644e-01 -9.2200e-02 +8.3808e-02 -3.2894e-01 -2.3550e-01 +6.4142e-01 +2.4924e-02 -5.2139e-01 +3.7940e-01 +1.7815e-01 -2.9890e-01 +1.3300e-01 -4.2136e-01 +5.2501e-01
28 0 +7.318645709e+06 +7.318435829e+06 +7.318435829e+06 -1.3720e-01 -4.9121e-01 +1.7604e-01 -7.7255e-01 -2.7644e-01 -1.7323e-01 -4.0695e-01 -6.9298e-03 -1.4956e-01 -5.3113e-01 -1.8306e-01 +7.5116e-01 +6.7296e-01 +6.8539e-02 +2.1917e-01 -1.7514e-01 -5.2314e-01 +2.7980e-01 +4.0363e-02 +1.0025e+00
29 0 +6.815725136e+06 +6.815515256e+06 +6.815515256e+06 -3.9947e-01 +5.9506e-02 +1.2682e-01 -7.2257e-01 -2.1351e-01 -6.2437e-01 -2.1960e-01 +2.9985e-01 +4.0236e-01 -7.0009e-01 +2.3231e-01 +7.8699e-01 -3.5553e-01 +4.1502e-02 -3.3208e-01 -7.7147e-03 -4.6074e-01 -6.5563e-02 -4.8699e-01 +8.4046e-01
32 0 +6.182836020e+06 +6.182626140e+06 +6.182626140e+06 -7.0836e-02 -1.0271e-02 +1.6148e-01 -6.9345e-01 -1.7941e-01 +3.6255e-01 -2.4634e-01 +1.5477e-01 +3.2426e-01 -6.0931e-01 -4.0801e-01 +4.7944e-01 +1.2779e-01 -7.0237e-01 +3.3288e-01 -3.3725e-01 -4.2202e-01 +2.9796e-01 -6.8819e-01 +7.0869e-01
37 0 +5.554865137e+06 +5.554655257e+06 +5.554655257e+06 -6.0756e-01 +2.4281e-02 +4.5449e-01 -6.5648e-01 -1.7363e-01 -8.7449e-01 -4.8898e-01 +3.2260e-01 +2.9774e-01 -9.5221e-01 -4.9436e-01 +4.3128e-01 +9.8843e-02 -3.5636e-01 +1.0869e-01 +1.3947e-01 -6.9970e-01 +9.7828e-02 -7.1005e-01 +1.0213e+00
39 0 +4.329878834e+06 +4.329668954e+06 +4.329668954e+06 -4.1600e-01 -5.9880e-02 +3.6747e-01 -7.5094e-01 -1.9464e-01 -3.1445e-01 +6.0735e-02 +9.2377e-02 +2.4442e-01 +6.5124e-02 +8.4841e-03 +1.2020e+00 +3.0688e-01 +3.5858e-02 +4.6756e-01 -2.4628e-01 -4.4139e-01 +2.9586e-01 -1.1199e+00 +1.7190e+00
44 0 +4.196350932e+06 +4.196141052e+06 +4.196141052e+06 -5.4984e-01 -6.1713e-02 +7.1141e-01 -8.7410e-01 +1.0583e-01 +2.5196e-02 +4.4575e-03 +7.1916e-01 +2.9742e-01 -5.9808e-01 -3.2088e-01 +4.5602e-01 +2.1420e-01 -4.1956e-02 +1.2155e-01 -2.4476e-01 -5.8263e-01 +9.4226e-01 -5.9391e-01 +1.4676e+00
