% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.966919971e+02 +1.797519971e+02 +1.797519971e+02 -1.8432e-01 -9.7333e-02 +4.7625e-01 -1.1499e+00 +1.9359e-01 +2.5456e-01 -1.4777e-01 +4.7250e-01 +3.4828e-01 +4.1061e-02 -2.7550e-01 -2.7917e-01 -2.6004e-01 -4.4206e-01 +3.4469e-01 -2.1409e-01 -2.3255e-01 -1.0713e-01 -6.1783e-01 -1.4009e-01
2 0 +1.770225234e+02 +1.600825234e+02 +1.600825234e+02 -5.1647e-03 +2.0129e-01 +2.0662e-02 +3.3815e-01 +1.7054e-01 -9.3141e-03 -4.7841e-01 +8.0372e-02 +3.1162e-01 +1.4829e-01 +1.1162e-01 +2.1868e-01 +5.1730e-02 -1.2708e-01 -1.5929e-01 -2.6244e-02 -2.8082e-01 -2.7092e-01 -3.3644e-01 +2.5671e-01
8 0 +1.649681173e+02 +1.480281173e+02 +1.480281173e+02 +4.6148e-01 +1.5500e-01 -1.4159e-01 +2.3788e-02 -2.8941e-01 +5.1133e-01 +3.0653e-02 -2.8469e-01 +1.2818e-01 -1.1657e-01 -5.4384e-02 +3.2815e-01 +3.0949e-01 +3.0735e-01 -2.9311e-01 +2.1845e-01 +1.8760e-01 +4.0250e-01 -1.3349e-01 -4.3106e-02
9 0 +1.491686115e+02 +1.322286115e+02 +1.322286115e+02 -2.9905e-01 -4.6578e-01 +3.8057e-02 -5.4008e-01 +2.7904e-01 -1.6134e-01 +2.3639e-01 -3.1510e-01 -1.5956e-03 -4.0672e-01 +1.0529e-01 -1.5685e-01 +2.3393e-01 -2.8038e-01 -2.9969e-01 +5.5271e-01 +4.8445e-01 -9.5083e-02 -8.8883e-02 +1.1951e-01
21 0 +1.306703440e+02 +1.137303440e+02 +1.137303440e+02 -1.1818e-02 -1.5561e-01 -1.9930e-02 +7.5907e-04 +8.8745e-02 +1.8472e-01 +2.8737e-02 -4.1979e-02 +1.5951e-01 -3.7422e-01 +5.9094e-02 +7.0398e-02 +7.6248e-02 -2.8542e-02 -2.9178e-03 +5.6583e-01 +6.6519e-01 +3.3060e-01 -1.7990e-01 -4.5437e-02
25 0 +1.152947953e+02 +9.835479527e+01 +9.835479527e+01 -6.1196e-02 +2.4143e-01 +2.0925e-03 -1.8447e-01 +2.0500e-01 +8.7296e-01 +5.8974e-01 -1.5107e-02 +6.4173e-02 -1.6311e-01 +1.3346e-02 -1.1034e-01 -3.3830e-01 -8.2591e-01 +4.1879e-02 +1.8220e-01 +7.4109e-01 +1.7814e-01 -1.1312e-01 -2.9752e-02
26 0 +1.141529293e+02 +9.721292927e+01 +9.721292927e+01 +5.0209e-01 +5.8796e-01 -2.8977e-01 -9.5555e-02 -7.9316e-02 +1.6242e-01 +4.0350e-02 -1.4432e-01 +4.5893e-01 -7.7591e-01 -2.2663e-01 -1.4128e-01 +5.1382e-01 -5.8053e-01 +4.6338e-01 +1.6534e-01 +3.6299e-01 +3.7909e-01 -7.0759e-01 -6.5812e-02
29 0 +9.390455926e+01 +7.696455926e+01 +7.696455926e+01 +1.9230e-02 -1.1560e-02 -8.8992e-02 -3.0033e-01 +7.5111e-01 +3.7471e-01 +5.5553e-01 -3.3819e-01 +4.0379e-01 -8.3081e-01 +1.9489e-01 -1.4239e-01 -1.7341e-01 +1.7010e-02 -1.7352e-01 +6.9828e-01 +3.7884e-01 +3.3986e-01 -1.4119e-01 +1.4732e-01
59 0 +7.870312360e+01 +6.176312360e+01 +6.176312360e+01 +1.9415e-01 +1.4716e-01 -5.3626e-01 -1.2457e-01 +8.9698e-01 +4.4992e-01 +3.8876e-01 +2.2728e-02 +2.0734e-01 -8.4037e-01 +2.1948e-01 +1.1665e-01 -3.0003e-01 +1.5818e-02 +3.5019e-01 +5.3734e-01 +5.5078e-01 +2.1805e-01 -1.6494e-01 -1.1422e-01
63 0 +7.022162180e+01 +5.328162180e+01 +5.328162180e+01 +2.3252e-01 +3.2107e-01 -1.2190e-01 +4.0782e-02 +1.1371e+00 +2.0954e-01 +5.8207e-01 -1.2807e-01 +4.9642e-01 -7.6174e-01 +4.9043e-02 +2.7212e-01 -2.3080e-01 -4.4208e-01 +3.1272e-01 +7.9235e-01 +6.1539e-01 +7.2683e-01 +2.8881e-01 +1.9894e-01
86 0 +6.901823056e+01 +5.207823056e+01 +5.207823056e+01 +1.0752e-01 +3.6785e-01 -3.3332e-01 -2.9094e-01 +1.3883e+00 +6.4684e-01 +6.2636e-01 +5.4086e-01 +8.9355e-01 -8.5583e-01 +8.8266e-01 +3.5050e-01 -5.9459e-02 -1.5862e-01 +5.0548e-01 +5.1938e-01 +3.7977e-01 +5.2026e-01 +3.1823e-01 +4.4016e-01
91 0 +6.504399140e+01 +4.810399140e+01 +4.810399140e+01 +6.5159e-01 +1.6413e-01 -6.5460e-01 +2.9977e-01 +1.7930e+00 +4.5718e-01 +1.2854e-01 -3.0994e-01 +4.1479e-01 -1.0523e+00 +2.5948e-01 +5.6034e-01 +3.0882e-02 -6.2334e-01 +2.0594e-01 +7.1464e-01 +7.2201e-01 +1.1886e+00 +2.3936e-01 +3.6632e-01
97 0 +5.420539430e+01 +3.726539430e+01 +3.726539430e+01 +1.1690e+00 +7.2460e-01 -3.3967e-01 +1.2412e-01 +1.2718e+00 +9.4325e-02 +7.8698e-01 -1.6480e-01 +8.5098e-01 -1.2142e+00 +8.9560e-01 +6.9542e-01 -5.1772e-01 -4.2035e-01 +5.9374e-01 +6.0309e-02 +6.1189e-01 +1.3557e+00 +2.3281e-01 +6.8603e-01
114 0 +4.921145380e+01 +3.227145380e+01 +3.227145380e+01 +4.5780e-01 +7.7254e-01 -3.6262e-01 -8.1108e-02 +2.1118e+00 -4.5147e-02 +2.4293e-03 -1.4079e-01 +8.6910e-01 -1.9476e+00 +1.0620e+00 +9.0111e-01 +1.4945e-01 -7.2901e-01 +3.8056e-01 -1.0672e-01 +8.3916e-01 +1.3446e+00 +1.0385e-01 +2.8476e-01
118 0 +4.533806169e+01 +2.839806169e+01 +2.839806169e+01 +7.4733e-01 +1.1223e+00 -1.2126e+00 -9.3873e-02 +2.1430e+00 +3.1733e-01 +4.6504e-02 +3.8844e-02 +1.1802e+00 -1.2064e+00 +8.5992e-01 +3.4313e-01 -6.3235e-01 -9.9534e-01 +3.9874e-01 +1.3983e-01 +6.3713e-01 +1.3082e+00 +6.1838e-01 -1.8314e-01
121 0 +4.458993956e+01 +2.764993956e+01 +2.764993956e+01 +7.2909e-01 +5.9794e-01 -5.8647e-01 +4.7922e-01 +2.6092e+00 +3.4869e-01 +5.6422e-02 +2.8911e-02 +1.3572e+00 -1.5436e+00 +1.0548e+00 +7.6605e-01 -3.3797e-01 -9.6072e-01 -3.2494e-02 +2.5851e-01 +8.6669e-01 +2.4516e+00 -7.5317e-02 +5.3066e-01
123 0 +3.922061746e+01 +2.228061746e+01 +2.228061746e+01 +2.9079e-01 +8.5628e-01 -9.7391e-01 -7.2326e-02 +2.1476e+00 +3.5953e-01 +4.3667e-01 +3.7858e-01 +4.8309e-01 -1.5283e+00 +1.0385e+00 +9.3526e-01 -6.6532e-01 -1.1520e+00 +4.9359e-01 +7.2071e-01 +1.2307e+00 +1.9374e+00 +9.8110e-01 +3.2640e-01
126 0 +3.190648803e+01 +1.496648803e+01 +1.496648803e+01 +1.0912e+00 +5.2383e-01 -7.6107e-01 +7.5774e-02 +2.2060e+00 +7.2426e-01 +1.0608e+00 -5.8059e-02 +2.8292e-01 -1.6003e+00 +1.2518e+00 +9.7915e-01 -8.5544e-01 -1.2798e+00 +2.2585e-01 +3.0216e-01 +8.2367e-01 +1.2652e+00 +6.0238e-01 +1.0230e+00
