% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.103886771e+01 +1.409886771e+01 +1.409886771e+01 -1.5166e-01 -4.6246e-01 -3.6656e-02 +2.8825e-01 +2.7567e-01 +6.0847e-01 +3.6107e-01 +3.2295e-01 +4.9720e-01 -1.3213e-01
5 0 +2.810585892e+01 +1.116585892e+01 +1.116585892e+01 -1.0628e-01 -1.3404e-01 -1.8640e-01 -1.1718e-01 +3.6575e-01 +1.0778e-01 +3.4202e-01 -4.9074e-01 -1.2758e-01 -1.0989e-01
8 0 +2.328614640e+01 +6.346146403e+00 +6.346146403e+00 -1.6593e-01 +6.1995e-01 -4.8727e-01 -4.1374e-01 +1.2614e-01 -2.4360e-01 -2.3400e-01 -1.1550e-01 -3.7477e-01 -1.4600e-01
26 0 +2.188511266e+01 +4.945112663e+00 +4.945112663e+00 +1.7884e-01 +3.8177e-01 -4.9525e-01 -3.0925e-02 +8.8842e-02 -1.0177e-01 +1.5400e-01 -4.4702e-01 -2.6213e-01 -4.7671e-01
34 0 +2.078000828e+01 +3.840008281e+00 +3.840008281e+00 +1.7664e-01 +8.6338e-01 -4.1536e-01 -6.8498e-01 +2.2633e-01 +3.8486e-01 +2.2693e-01 -3.1016e-01 +1.3845e-01 -4.5944e-01
35 0 +1.820747503e+01 +1.267475031e+00 +1.267475031e+00 +1.7122e-01 +3.8626e-01 -2.6545e-01 +4.2492e-01 +4.3769e-01 +2.3934e-01 +3.4387e-01 -4.0108e-01 +8.5673e-02 -4.0720e-01
74 0 +1.610387476e+01 -8.361252371e-01 -8.361252371e-01 +5.8420e-01 +9.2915e-01 -8.4244e-01 +2.2261e-01 +2.1037e-01 -3.9108e-01 +5.9487e-01 -7.4091e-01 -3.4450e-02 -6.1108e-01
80 0 +1.568432273e+01 -1.255677270e+00 -1.255677270e+00 +1.2096e+00 +6.9126e-01 -9.3123e-01 +5.4519e-01 -1.4017e-01 -8.1580e-02 +1.4472e-01 -5.3012e-01 -2.3756e-01 -7.5933e-01
94 0 +1.191181517e+01 -5.028184831e+00 -5.028184831e+00 +9.1217e-01 +7.1385e-01 -1.3827e+00 +8.0751e-01 +7.5113e-01 -4.1223e-01 +6.7569e-01 -3.5538e-01 -4.2691e-01 -9.6604e-01
104 0 +7.651224399e+00 -9.288775601e+00 -9.288775601e+00 +7.7008e-01 +1.4755e+00 -1.2391e+00 +8.0801e-01 +6.4310e-01 +7.2552e-03 +8.4432e-01 -6.3931e-01 -1.0383e-01 -1.0181e+00
