% f evaluations | g evaluations | best noise-free fitness - Fopt (9.294000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.875515448e+01 +1.316951545e+02 +1.316951545e+02 +5.3659e-01 +1.3095e-01 +2.8950e-02 -5.5906e-01 -8.3220e-02
2 0 +9.782342255e+00 +1.027223423e+02 +1.027223423e+02 -1.0643e-01 -2.4823e-02 -1.8810e-01 -1.3146e-02 -1.4317e-01
4 0 +7.273054772e+00 +1.002130548e+02 +1.002130548e+02 -1.2140e-01 -1.6361e-01 -4.6395e-01 +2.9472e-01 -3.3033e-01
17 0 +4.657660172e+00 +9.759766017e+01 +9.759766017e+01 -2.7610e-01 +3.7900e-01 -6.1197e-02 +1.8586e-01 -4.7784e-01
130 0 +4.291023073e+00 +9.723102307e+01 +9.723102307e+01 +3.2671e-01 +1.1042e+00 -2.8220e-01 +3.7631e-01 -4.2356e-01
135 0 +3.768881571e+00 +9.670888157e+01 +9.670888157e+01 -2.1165e-01 +9.7279e-01 -4.5909e-01 +2.5665e-02 -1.5662e-01
192 0 +3.768881571e+00 +9.670888157e+01 +9.670888157e+01 -2.1165e-01 +9.7279e-01 -4.5909e-01 +2.5665e-02 -1.5662e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.535000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.234591659e+02 +4.588091659e+02 +4.588091659e+02 +5.3659e-01 +1.3095e-01 +2.8950e-02 -5.5906e-01 -8.3220e-02
11 0 +3.708286664e+02 +4.061786664e+02 +4.061786664e+02 +6.2446e-01 +3.2981e-01 +3.2242e-01 -4.6655e-01 -2.6144e-01
13 0 +3.572129599e+02 +3.925629599e+02 +3.925629599e+02 +1.4492e-01 +2.7633e-01 +7.9095e-01 -1.6783e-01 -1.9122e-01
18 0 +2.625222784e+02 +2.978722784e+02 +2.978722784e+02 +2.9595e-01 +7.5920e-01 +1.2836e+00 +4.2205e-01 -3.1453e-01
25 0 +2.190766770e+02 +2.544266770e+02 +2.544266770e+02 +4.9468e-01 +6.7768e-01 +1.0110e+00 -1.7776e-01 -9.3509e-01
37 0 +1.288076516e+02 +1.641576516e+02 +1.641576516e+02 +7.5048e-01 +1.6367e+00 +2.2512e+00 -1.7861e-01 -5.9678e-01
48 0 +7.887214656e+01 +1.142221466e+02 +1.142221466e+02 +9.6646e-01 +1.6747e+00 +2.9472e+00 +4.5321e-02 -8.1413e-01
58 0 +4.440659023e+01 +7.975659023e+01 +7.975659023e+01 +1.0733e+00 +3.6044e+00 +4.5119e+00 +1.8447e+00 -1.3501e+00
68 0 +3.637878955e+01 +7.172878955e+01 +7.172878955e+01 +1.3040e+00 +3.6164e+00 +4.7944e+00 +2.8677e+00 -2.0649e+00
70 0 +2.327093501e+01 +5.862093501e+01 +5.862093501e+01 +2.6458e+00 +3.6667e+00 +2.4563e+00 +3.2602e+00 -1.3196e+00
73 0 +2.241645035e+01 +5.776645035e+01 +5.776645035e+01 +7.1331e-01 +4.4775e+00 +1.5221e+00 +2.7183e+00 -1.6927e+00
81 0 +1.188957590e+01 +4.723957590e+01 +4.723957590e+01 +1.6049e+00 +2.1451e+00 +3.1105e+00 +1.6170e+00 -1.2546e+00
103 0 +2.131888115e+00 +3.748188811e+01 +3.748188811e+01 +4.1086e-02 +3.7053e+00 +3.2168e+00 +2.0652e+00 -2.0872e+00
123 0 +1.934073536e+00 +3.728407354e+01 +3.728407354e+01 +1.5006e+00 +3.2127e+00 +3.2820e+00 +2.1066e+00 -2.1485e+00
125 0 +1.182619859e+00 +3.653261986e+01 +3.653261986e+01 +8.6897e-01 +3.1882e+00 +3.1848e+00 +1.9087e+00 -2.1732e+00
180 0 +5.823989686e-01 +3.593239897e+01 +3.593239897e+01 +1.5280e+00 +2.2370e+00 +3.6836e+00 +1.5375e+00 -1.8507e+00
285 0 +2.600991200e-01 +3.561009912e+01 +3.561009912e+01 +1.2891e+00 +2.4649e+00 +3.4884e+00 +1.6908e+00 -2.0407e+00
