% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.025500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.493872772e+00 -9.405612723e+01 -9.405612723e+01 +1.3237e-01 -9.9262e-02 +7.2924e-01 -7.5629e-02 +3.2884e-02 +4.7476e-01 -2.7278e-01 -1.7750e-01 +5.6283e-02 -9.8965e-02
2 0 +7.033929472e+00 -9.551607053e+01 -9.551607053e+01 -3.5783e-01 -6.1463e-02 -1.0765e-01 +1.8104e-01 -4.9945e-01 -2.1006e-01 +3.4543e-01 +5.5722e-01 -4.5337e-01 +1.9346e-01
18 0 +1.921650250e+00 -1.006283497e+02 -1.006283497e+02 +1.2759e-01 -4.2926e-01 +4.6720e-02 +6.0992e-01 -3.0198e-01 +1.0170e-01 -8.9348e-02 +4.6250e-01 -2.7588e-01 -8.4156e-02
765 0 +9.739381748e-01 -1.015760618e+02 -1.015760618e+02 +6.6829e-01 -2.4148e-01 -2.1055e-01 +1.1906e+00 -7.4174e-03 -2.5349e-01 +4.9686e-01 -1.3395e-01 -5.1175e-01 -7.6247e-01
1010 0 +9.739381748e-01 -1.015760618e+02 -1.015760618e+02 +6.6829e-01 -2.4148e-01 -2.1055e-01 +1.1906e+00 -7.4174e-03 -2.5349e-01 +4.9686e-01 -1.3395e-01 -5.1175e-01 -7.6247e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.169000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.080612255e+00 +7.977061226e+01 +7.977061226e+01 +1.3237e-01 -9.9262e-02 +7.2924e-01 -7.5629e-02 +3.2884e-02 +4.7476e-01 -2.7278e-01 -1.7750e-01 +5.6283e-02 -9.8965e-02
2 0 +7.972921990e+00 +7.966292199e+01 +7.966292199e+01 -3.5783e-01 -6.1463e-02 -1.0765e-01 +1.8104e-01 -4.9945e-01 -2.1006e-01 +3.4543e-01 +5.5722e-01 -4.5337e-01 +1.9346e-01
4 0 +5.479804443e+00 +7.716980444e+01 +7.716980444e+01 +2.3792e-01 -1.8947e-01 -1.8585e-03 -3.0321e-02 -1.5693e-02 +7.4767e-02 +5.9300e-02 +4.0047e-01 -2.6064e-02 +4.6848e-01
17 0 +4.305458056e+00 +7.599545806e+01 +7.599545806e+01 +1.3320e-01 +7.0552e-02 +1.8998e-02 +6.9930e-02 +1.2148e-01 +9.1248e-03 -3.1340e-01 +1.2785e-01 +2.8778e-02 +1.7030e-01
49 0 +4.079041070e+00 +7.576904107e+01 +7.576904107e+01 -9.3635e-02 +1.0659e-01 -2.1186e-01 +4.9232e-02 +1.3891e-01 +1.9053e-01 +5.8454e-02 +2.7976e-01 -8.2923e-02 +5.9825e-01
104 0 +4.047754404e+00 +7.573775440e+01 +7.573775440e+01 -4.7307e-01 -9.6296e-02 -4.4031e-01 +1.7117e-01 -2.3394e-01 +4.3502e-01 +1.0898e-01 +3.3206e-01 +3.2859e-02 +8.9338e-01
177 0 +2.883567057e+00 +7.457356706e+01 +7.457356706e+01 -4.9532e-01 -1.2999e-01 -4.0290e-01 +1.4143e-01 -3.6169e-01 +6.0965e-01 +5.5105e-03 +2.3068e-01 +4.1407e-01 +9.1997e-01
1010 0 +2.883567057e+00 +7.457356706e+01 +7.457356706e+01 -4.9532e-01 -1.2999e-01 -4.0290e-01 +1.4143e-01 -3.6169e-01 +6.0965e-01 +5.5105e-03 +2.3068e-01 +4.1407e-01 +9.1997e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.140100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.077101574e+00 +2.210871016e+02 +2.210871016e+02 +1.3237e-01 -9.9262e-02 +7.2924e-01 -7.5629e-02 +3.2884e-02 +4.7476e-01 -2.7278e-01 -1.7750e-01 +5.6283e-02 -9.8965e-02
4 0 +6.917027972e+00 +2.209270280e+02 +2.209270280e+02 +2.3792e-01 -1.8947e-01 -1.8585e-03 -3.0321e-02 -1.5693e-02 +7.4767e-02 +5.9300e-02 +4.0047e-01 -2.6064e-02 +4.6848e-01
7 0 +5.065791400e+00 +2.190757914e+02 +2.190757914e+02 -1.3071e-01 +2.9166e-01 -7.2214e-02 -2.4724e-01 +1.7044e-01 +3.8276e-03 +3.5673e-01 -2.2079e-02 -8.5794e-01 +2.3682e-01
